FID,STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990,STAIDT
1952,02327033,LOST CREEK AT ARRAN FLA,Ref,SECstPlain,188.721,03,30.188258,-84.408235,FL," ",yes,9,9,9,T02327033
1953,02327100,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.",Ref,SECstPlain,271.1182,03,30.129369,-84.494348,FL,yes,yes,45,45,20,T02327100
1954,02327500,"OCHLOCKONEE RIVER NEAR THOMASVILLE, GA",Non-ref,SEPlains,1448.381,03,30.875747,-84.04545,GA," ",yes,41,29,8,T02327500
1955,02328000,"TIRED CREEK NEAR CAIRO, GA.",Non-ref,SEPlains,150.7392,03,30.865191,-84.262681,GA," "," ",26,21,0,T02328000
1956,02328522,"OCHLOCKONEE RIVER NR CONCORD, FLA.",Non-ref,SEPlains,2537.737,03,30.669085,-84.305181,FL," ",yes,11,11,11,T02328522
1957,02329000,"OCHLOCKONEE RIVER NR HAVANA, FLA.",Non-ref,SEPlains,2966.779,03,30.554086,-84.384072,FL," ",yes,83,60,20,T02329000
1958,02329342,"LITTLE ATTAPULGUS CREEK AT ATTAPULGUS, GA",Non-ref,SEPlains,44.1999,03,30.73556,-84.49694,GA," ",yes,3,3,3,T02329342
1959,02329500,"LITTLE RIVER NR QUINCY, FLA.",Non-ref,SEPlains,605.2393,03,30.587418,-84.496576,FL," "," ",39,39,2,T02329500
1960,02329600,"LITTLE RIVER NR MIDWAY, FLA.",Non-ref,SEPlains,790.3278,03,30.512419,-84.523521,FL," ",yes,24,24,20,T02329600
1961,02330000,"OCHLOCKONEE RIVER NR BLOXHAM, FLA.",Non-ref,SEPlains,4454.672,03,30.383253,-84.654911,FL," ",yes,79,58,20,T02330000
1962,02330100,"TELOGIA CREEK NR BRISTOL, FLA.",Non-ref,SEPlains,322.5477,03,30.426585,-84.927693,FL," ",yes,55,55,20,T02330100
1963,02330150,"OCHLOCKONEE RIVER NR SMITH CREEK, FLA.",Non-ref,SEPlains,5414.141,03,30.176589,-84.667964,FL," ",yes,13,13,13,T02330150
1964,02330400,"NEW RIVER NEAR SUMATRA, FLA",Ref,SECstPlain,448.8177,03,30.038814,-84.843799,FL," ",yes,11,11,11,T02330400
1965,02330450,"CHATTAHOOCHEE RIVER AT HELEN, GA",Non-ref,EastHghlnds,116.6112,03,34.700833,-83.728889,GA," ",yes,28,28,20,T02330450
1966,02331000,"CHATTAHOOCHEE RIVER NEAR LEAF, GA.",Ref,SEPlains,391.9419,03,34.577042,-83.635732,GA," ",yes,32,23,1,T02331000
1967,02331600,"CHATTAHOOCHEE RIVER NEAR CORNELIA, GA",Non-ref,SEPlains,819.7617,03,34.540722,-83.622775,GA," ",yes,52,52,20,T02331600
1968,02333500,"CHESTATEE RIVER NEAR DAHLONEGA, GA",Non-ref,SEPlains,390.3174,03,34.528056,-83.939722,GA," ",yes,71,60,20,T02333500
1969,02334430,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA",Non-ref,SEPlains,2683.308,03,34.156944,-84.078889,GA," ",yes,67,60,20,T02334430
1970,02334480,"RICHLAND CREEK AT SUWANEE DAM ROAD, NEAR BUFORD,GA",Non-ref,SEPlains,24.3738,03,34.1326,-84.069911,GA," ",yes,6,6,6,T02334480
1971,02334500,"CHATTAHOOCHEE RIVER NEAR BUFORD, GA.",Non-ref,SEPlains,2727.492,03,34.126211,-84.093523,GA," "," ",29,22,0,T02334500
1972,02334578,"LEVEL CREEK AT SUWANEE DAM ROAD, NEAR SUWANEE, GA",Non-ref,SEPlains,13.1184,03,34.096489,-84.079634,GA," ",yes,7,7,7,T02334578
1973,02334620,"DICK CREEK AT OLD ATLANTA RD, NEAR SUWANEE, GA",Non-ref,SEPlains,17.7822,03,34.071489,-84.130192,GA," ",yes,5,5,5,T02334620
1974,02334885,"SUWANEE CREEK AT SUWANEE, GA",Non-ref,SEPlains,122.0977,03,34.032323,-84.089356,GA," ",yes,25,25,20,T02334885
1975,02335000,"CHATTAHOOCHEE RIVER NEAR NORCROSS, GA",Non-ref,SEPlains,3032.42,03,33.997222,-84.201944,GA," ",yes,96,53,20,T02335000
1976,02335350,"CROOKED CREEK NEAR NORCROSS, GA",Non-ref,SEPlains,22.9599,03,33.965101,-84.264923,GA," ",yes,8,8,8,T02335350
1977,02335450,"CHATTAHOOCHEE RIVER ABOVE ROSWELL, GA",Non-ref,SEPlains,3155.918,03,33.985934,-84.316036,GA," ",yes,33,33,20,T02335450
1978,02335580,"BIG CREEK AT GA 9, NEAR CUMMING, GA",Non-ref,SEPlains,96.79941,03,34.15593,-84.218531,GA," ",yes,2,2,2,T02335580
1979,02335700,"BIG CREEK NEAR ALPHARETTA, GA",Non-ref,SEPlains,190.593,03,34.050556,-84.269444,GA," ",yes,49,49,20,T02335700
1980,02335757,"BIG CREEK BELOW HOG WALLOW CREEK AT ROSWELL, GA",Non-ref,SEPlains,267.4602,03,34.0175,-84.353333,GA," ",yes,5,5,5,T02335757
1981,02335790,"WILLEO CREEK AT GA 120, NEAR ROSWELL, GA",Non-ref,SEPlains,41.45845,03,34.002878,-84.394372,GA," ",yes,2,2,2,T02335790
1982,02335815,"CHATTAHOOCHEE RIVER BELOW MORGAN FALLS DAM, GA",Non-ref,SEPlains,3528.793,03,33.968056,-84.382778,GA," ",yes,7,7,7,T02335815
1983,023358685,"SEWELL MILL CREEK AT GA 120, NEAR MARIETTA, GA",Non-ref,SEPlains,32.9994,03,33.979268,-84.452152,GA," ",yes,2,2,2,T023358685
1984,02335870,"SOPE CREEK NEAR MARIETTA, GA",Non-ref,SEPlains,79.53696,03,33.953889,-84.443333,GA," ",yes,25,25,20,T02335870
1985,02335910,"ROTTENWOOD CR AT INTERSTATE N PKWY, NR SMYRNA, GA",Non-ref,SEPlains,48.0966,03,33.893714,-84.457708,GA," ",yes,2,2,2,T02335910
1986,02336000,"CHATTAHOOCHEE RIVER AT ATLANTA, GA",Non-ref,SEPlains,3757.341,03,33.859167,-84.454444,GA," ",yes,76,60,20,T02336000
1987,02336030,"N.F. PEACHTREE CREEK AT GRAVES RD, NR DORAVILLE,GA",Non-ref,SEPlains,3.7026,03,33.905658,-84.224921,GA," ",yes,6,6,6,T02336030
1988,02336120,"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",Non-ref,SEPlains,91.2645,03,33.831493,-84.342703,GA," ",yes,6,6,6,T02336120
1989,02336240,"S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",Non-ref,SEPlains,71.5932,03,33.802883,-84.340759,GA," ",yes,6,6,6,T02336240
1990,02336300,"PEACHTREE CREEK AT ATLANTA, GA",Non-ref,SEPlains,221.6925,03,33.819444,-84.407778,GA," ",yes,51,51,20,T02336300
1991,02336360,"NANCY CREEK AT RICKENBACKER DRIVE, AT ATLANTA, GA",Non-ref,SEPlains,68.0589,03,33.869167,-84.378889,GA," ",yes,6,6,6,T02336360
1992,02336410,"NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA",Non-ref,SEPlains,96.4998,03,33.838438,-84.439373,GA," ",yes,10,10,10,T02336410
1993,02336490,"CHATTAHOOCHEE RIVER AT GA 280, NEAR ATLANTA, GA",Non-ref,SEPlains,4121.988,03,33.816944,-84.48,GA," ",yes,28,28,20,T02336490
1994,02336526,"PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA",Non-ref,SEPlains,35.1324,03,33.794273,-84.474375,GA," ",yes,6,6,6,T02336526
1995,02336635,"NICKAJACK CREEK AT US 78/278, NEAR MABLETON, GA",Non-ref,SEPlains,80.68707,03,33.803333,-84.521389,GA," ",yes,14,14,14,T02336635
1996,02336728,"UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA, GA",Non-ref,SEPlains,90.05563,03,33.743441,-84.568266,GA," ",yes,8,8,8,T02336728
1997,02336968,"NOSES CREEK AT POWDER SPRINGS RD,POWDER SPRINGS,GA",Non-ref,SEPlains,114.4607,03,33.859271,-84.652712,GA," ",yes,11,11,11,T02336968
1998,02337000,"SWEETWATER CREEK NEAR AUSTELL, GA",Non-ref,SEPlains,617.6349,03,33.772885,-84.614656,GA," ",yes,73,60,20,T02337000
1999,02337040,"SWEETWATER CREEK BELOW AUSTELL, GA",Non-ref,SEPlains,682.7607,03,33.72094,-84.61493,GA," ",yes,4,4,4,T02337040
2000,02337170,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",Non-ref,SEPlains,5325.304,03,33.656667,-84.673611,GA," ",yes,44,44,20,T02337170
2001,02337410,"DOG RIVER AT GA 5, NEAR FAIRPLAY, GA",Non-ref,SEPlains,172.17,03,33.653806,-84.821028,GA," ",yes,2,2,2,T02337410
2002,02337498,"SNAKE CRK DS SNAKE CRK RESERVIOR NR WHITESBURG, GA",Non-ref,SEPlains,89.6346,03,33.527222,-84.936389,GA," ",yes,1,1,1,T02337498
2003,02337500,"SNAKE CREEK NEAR WHITESBURG, GA",Non-ref,SEPlains,92.3145,03,33.529556,-84.928273,GA," ",yes,55,55,20,T02337500
2004,02338000,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",Non-ref,SEPlains,6250.633,03,33.477058,-84.900772,GA," ",yes,58,47,19,T02338000
2005,02338500,"CHATTAHOOCHEE RIVER AT US 27, AT FRANKLIN, GA",Non-ref,SEPlains,6918.44,03,33.27928,-85.09994,GA," ",yes,11,7,5,T02338500
2006,02338523,"HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA",Ref,SEPlains,43.22191,03,33.340672,-85.22689,GA," ",yes,7,7,7,T02338523
2007,02338660,"NEW RIVER AT GA 100, NEAR CORINTH, GA",Non-ref,SEPlains,323.3853,03,33.235397,-84.987716,GA," ",yes,31,31,20,T02338660
2008,02339495,OSELIGEE CREEK NEAR LANETT AL,Ref,SEPlains,222.8292,03,32.90152,-85.19633,AL," ",yes,3,3,3,T02339495
2009,02339500,"CHATTAHOOCHEE RIVER AT WEST POINT, GA",Non-ref,SEPlains,9166.959,03,32.886239,-85.182164,GA," ",yes,110,60,20,T02339500
2010,02340500,"MOUNTAIN OAK CREEK NEAR HAMILTON, GA.",Non-ref,SEPlains,160.1154,03,32.741243,-85.068826,GA," "," ",27,22,0,T02340500
2011,02341500,"CHATTAHOOCHEE RIVER AT COLUMBUS, GA",Non-ref,SEPlains,12066.06,03,32.462643,-84.99771,GA," "," ",72,52,12,T02341500
2012,02341505,"CHATTAHOOCHEE RIVER AT US 280, NEAR COLUMBUS, GA",Non-ref,SEPlains,12073.46,03,32.453199,-84.99521,GA," ",yes,7,7,7,T02341505
2013,02341725,"PINE KNOT CREEK NEAR EELBEECK, GA",Ref,SEPlains,172.4751,03,32.43931,-84.73326,GA," ",yes,0,0,0,T02341725
2014,02341800,"UPATOI CREEK NEAR COLUMBUS, GA",Non-ref,SEPlains,883.6146,03,32.413478,-84.819928,GA," ",yes,41,41,20,T02341800
2015,02341910,"OCHILLEE CREEK AT OCHILLEE, GA",Non-ref,SEPlains,166.5207,03,32.39389,-84.8425,GA," ",yes,0,0,0,T02341910
2016,02342070,"UPATOI CREEK AT GA 357, AT FORT BENNING, GA",Ref,SEPlains,1164.167,03,32.37431,-84.95799,GA," ",yes,0,0,0,T02342070
2017,02342500,"UCHEE CREEK NEAR FORT MITCHELL, AL.",Non-ref,SEPlains,830.574,03,32.316815,-85.014931,AL," ",yes,63,60,20,T02342500
2018,02342850,"HANNAHATCHEE CREEK AT UNION ROAD, AT UNION, GA",Ref,SEPlains,311.2983,03,32.152931,-84.90576,GA," ",yes,2,2,1,T02342850
2019,02342933,SOUTH FORK COWIKEE CREEK NEAR BATESVILLE AL,Ref,SEPlains,290.0952,03,32.017657,-85.29577,AL,yes,yes,43,43,20,T02342933
2020,02343225,"PATAULA CREEK NEAR GEORGETOWN, GA",Ref,SEPlains,762.0489,03,31.818495,-84.973816,GA," ",yes,1,1,1,T02343225
2021,02343300,ABBIE CREEK NEAR HALEBURG AL,Ref,SEPlains,378.7236,03,31.473505,-85.162431,AL," "," ",31,31,3,T02343300
2022,02343801,"CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL",Non-ref,SEPlains,21230.02,03,31.259344,-85.110208,GA," ",yes,34,34,20,T02343801
2023,02343940,"SAWHATCHEE CREEK AT CEDAR SPRINGS, GA",Ref,SEPlains,168.3378,03,31.180833,-85.043611,GA," ",yes,7,7,7,T02343940
2024,02344350,"FLINT RIVER NEAR LOVEJOY, GA",Non-ref,SEPlains,330.1573,03,33.415556,-84.384722,GA," ",yes,24,24,20,T02344350
2025,02344396,"FLINT RIVER AT WOOLSEY ROAD, NEAR WOOLSEY, GA",Non-ref,SEPlains,412.0407,03,33.359722,-84.394444,GA," ",yes,1,1,1,T02344396
2026,02344478,"SHOAL CREEK AT SHOAL CREEK ROAD, NEAR GRIFFIN, GA",Non-ref,SEPlains,33.2325,03,33.25722,-84.3625,GA," ",yes,6,6,6,T02344478
2027,02344500,"FLINT RIVER NEAR GRIFFIN, GA",Non-ref,SEPlains,697.3857,03,33.244167,-84.429167,GA," ",yes,72,60,20,T02344500
2028,02344605,"LINE CREEK BELOW GA 54, NEAR PEACHTREE CITY, GA",Non-ref,SEPlains,96.2199,03,33.39556,-84.60694,GA," ",yes,1,1,1,T02344605
2029,02344620,"SHOAL CREEK NEAR SHARPSBURG, GA",Non-ref,SEPlains,62.2908,03,33.38928,-84.62326,GA," ",yes,0,0,0,T02344620
2030,02344630,"LINE CREEK BLW LAKE MCINTOSH, NR PEACHTREE CITY,GA",Non-ref,SEPlains,179.6103,03,33.36039,-84.58632,GA," ",yes,0,0,0,T02344630
2031,02344700,"LINE CREEK NEAR SENOIA, GA",Non-ref,SEPlains,259.4079,03,33.319167,-84.522222,GA," ",yes,45,45,20,T02344700
2032,02344872,"FLINT RIVER BELOW BIG BRANCH, NEAR MOLENA, GA",Non-ref,SEPlains,2058.72,03,33.047071,-84.526869,GA," ",yes,5,5,5,T02344872
2033,02346180,"FLINT RIVER NEAR THOMASTON, GA.",Non-ref,SEPlains,3150.933,03,32.839022,-84.424087,GA," "," ",26,26,3,T02346180
2034,02346310,"POTATO CREEK AT COUNTY LINE RD, NR ORCHARD HILL,GA",Non-ref,SEPlains,25.0101,03,33.187222,-84.229444,GA," ",yes,6,6,6,T02346310
2035,02346500,"POTATO CREEK NEAR THOMASTON, GA.",Non-ref,SEPlains,487.1862,03,32.904298,-84.36242,GA," "," ",33,21,0,T02346500
2036,02347500,"FLINT RIVER NEAR CULLODEN, GA",Non-ref,SEPlains,4790.137,03,32.721389,-84.2325,GA," ",yes,86,60,20,T02347500
2037,02349000,"WHITEWATER CR BELOW RAMBULETTE CR NR BUTLER, GA.",Non-ref,SEPlains,214.8426,03,32.466815,-84.266026,GA," "," ",20,20,0,T02349000
2038,02349500,"FLINT RIVER AT MONTEZUMA, GA",Non-ref,SEPlains,7574.686,03,32.298213,-84.043797,GA," "," ",79,54,14,T02349500
2039,02349605,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA",Non-ref,SEPlains,7574.744,03,32.293056,-84.043611,GA," ",yes,85,60,20,T02349605
2040,02349900,"TURKEY CREEK AT BYROMVILLE, GA",Ref,SEPlains,122.8673,03,32.195556,-83.902222,GA,yes,yes,51,51,20,T02349900
2041,02350080,"LIME CREEK NEAR COBB, GA",Non-ref,SEPlains,161.5087,03,32.033889,-83.996389,GA," ",yes,10,10,10,T02350080
2042,02350512,"FLINT RIVER AT GA 32, NEAR OAKFIELD, GA",Non-ref,SEPlains,10194.55,03,31.725,-84.018611,GA," ",yes,51,31,20,T02350512
2043,02350600,"KINCHAFOONEE CREEK AT PRESTON, GA",Ref,SEPlains,481.9698,03,32.0525,-84.548333,GA," "," ",37,37,10,T02350600
2044,02350900,"KINCHAFOONEE CREEK NEAR DAWSON, GA",Ref,SEPlains,1365.12,03,31.764444,-84.253333,GA,yes,yes,24,24,20,T02350900
2045,02351500,"MUCKALEE CREEK NEAR AMERICUS, GA",Non-ref,SEPlains,364.0365,03,32.083056,-84.258056,GA," ",yes,8,8,8,T02351500
2046,02351890,"MUCKALEE CREEK AT GA 195, NEAR LEESBURG, GA",Non-ref,SEPlains,972.0065,03,31.776111,-84.139444,GA," ",yes,29,29,20,T02351890
2047,02352500,"FLINT RIVER AT ALBANY, GA",Non-ref,SEPlains,13700.25,03,31.594167,-84.144167,GA," ",yes,99,60,20,T02352500
2048,02353000,"FLINT RIVER AT NEWTON, GA",Non-ref,SEPlains,14899.44,03,31.306944,-84.338889,GA," ",yes,62,54,20,T02353000
2049,02353265,"ICHAWAYNOCHAWAY CREEK AT GA 37, NEAR MORGAN, GA",Non-ref,SEPlains,773.1504,03,31.526944,-84.582778,GA," ",yes,8,8,8,T02353265
2050,02353400,"PACHITLA CREEK NEAR EDISON, GA",Non-ref,SEPlains,470.4804,03,31.555,-84.680833,GA," ",yes,33,33,20,T02353400
2051,02353500,"ICHAWAYNOCHAWAY CREEK AT MILFORD, GA",Non-ref,SEPlains,1612.679,03,31.382778,-84.546389,GA," ",yes,72,60,20,T02353500
2052,02354500,"CHICKASAWHATCHEE CREEK AT ELMODEL, GA",Non-ref,SEPlains,818.3649,03,31.350556,-84.4825,GA," ",yes,24,14,14,T02354500
2053,02354800,"ICHAWAYNOCHAWAY CREEK NEAR ELMODEL, GA",Non-ref,SEPlains,2582.13,03,31.293889,-84.491944,GA," ",yes,14,14,14,T02354800
2054,02355350,"ICHAWAYNOCHAWAY CREEK BELOW NEWTON, GA",Non-ref,SEPlains,2677.165,03,31.2175,-84.470833,GA," ",yes,9,9,9,T02355350
2055,02355662,"FLINT RIVER AT RIVERVIEW PLANTATION, NR HOPEFUL,GA",Non-ref,SEPlains,18021.06,03,31.140556,-84.480278,GA," ",yes,7,7,7,T02355662
2056,02356000,"FLINT RIVER AT BAINBRIDGE, GA",Non-ref,SEPlains,19140.84,03,30.911577,-84.579914,GA," ",yes,57,30,8,T02356000
2057,02357000,"SPRING CREEK NEAR IRON CITY, GA",Non-ref,SEPlains,1242.789,03,31.040278,-84.74,GA," ",yes,61,49,20,T02357000
2058,02357150,"SPRING CREEK NEAR REYNOLDSVILLE, GA",Non-ref,SEPlains,1507.676,03,30.904077,-84.749086,GA," ",yes,8,8,8,T02357150
2059,02358000,APALACHICOLA RIVER AT CHATTAHOOCHEE FLA,Non-ref,SEPlains,44277.7,03,30.701025,-84.859087,FL," ",yes,87,60,20,T02358000
2060,02358700,"APALACHICOLA RIVER NR BLOUNTSTOWN,FLORIDA",Non-ref,SEPlains,45436.05,03,30.425196,-85.031306,FL," ",yes,51,51,19,T02358700
2061,02358754,"APALACHICOLA R.AB CHIPOLA CONR WEWAHITCHKA,FLA",Non-ref,SEPlains,46007.37,03,30.134089,-85.144082,FL," ",yes,26,26,5,T02358754
2062,02358789,CHIPOLA RIVER AT MARIANNA FL,Non-ref,SEPlains,1348.16,03,30.77297,-85.21632,FL," ",yes,10,10,10,T02358789
2063,02359000,"CHIPOLA RIVER NR ALTHA, FLA.",Non-ref,SEPlains,2162.885,03,30.534083,-85.1652,FL," ",yes,73,59,19,T02359000
2064,02359051,"CHIPOLA RIVER AT COCKRAN LANDING, FL",Non-ref,SEPlains,3280.338,03,30.10048,-85.1813,FL," ",yes,11,11,11,T02359051
2065,02359170,"APALACHICOLA RIVER NR SUMATRA,FLA.",Non-ref,SEPlains,49802.27,03,29.949371,-85.015469,FL," ",yes,32,32,20,T02359170
2066,02359500,"ECONFINA CREEK NEAR BENNETT, FLA.",Non-ref,SEPlains,300.2409,03,30.384641,-85.556593,FL," ",yes,70,56,16,T02359500
2067,02361000,"CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.",Ref,SEPlains,1781.611,03,31.342949,-85.610491,AL,yes,yes,79,60,20,T02361000
2068,02361500,CHOCTAWHATCHEE RIVER NEAR BELLWOOD AL,Non-ref,SEPlains,3313.061,03,31.159342,-85.784379,AL," ",yes,10,7,7,T02361500
2069,02362240,"LITTLE DOUBLE BRIDGES CREEK NR ENTERPRISE, AL.",Ref,SEPlains,55.2006,03,31.272393,-85.958274,AL," ",yes,23,23,19,T02362240
2070,02363000,PEA RIVER NEAR ARITON AL,Ref,SEPlains,1292.513,03,31.594887,-85.782998,AL,yes,yes,54,43,20,T02363000
2071,02364500,PEA RIVER NEAR SAMSON AL,Ref,SEPlains,3066.129,03,31.112676,-86.099387,AL," ",yes,53,28,7,T02364500
2072,02364570,PANTHER CREEK NEAR HACODA AL,Ref,SEPlains,68.35049,03,31.121008,-86.18689,AL," "," ",21,21,6,T02364570
2073,02365200,"CHOCTAWHATCHEE RIVER NR PITTMAN, FLA.",Non-ref,SEPlains,8245.141,03,30.949904,-85.84299,FL," ",yes,16,16,11,T02365200
2074,02365470,"WRIGHTS CREEK AT SH 177-A NR BONIFAY,FL",Ref,SEPlains,386.4717,03,30.85713,-85.76215,FL," ",yes,11,11,11,T02365470
2075,02365500,"CHOCTAWHATCHEE RIVER AT CARYVILLE, FLA.",Non-ref,SEPlains,9073.771,03,30.775744,-85.827711,FL," ",yes,75,55,15,T02365500
2076,02365769,"BRUCE CREEK AT SH 81 NR REDBAY, FL",Ref,SEPlains,211.9887,03,30.62464,-85.94244,FL," ",yes,11,11,11,T02365769
2077,02366000,"HOLMES CREEK AT VERNON, FLA.",Non-ref,SEPlains,1016.984,03,30.626581,-85.712431,FL," ",yes,32,32,4,T02366000
2078,02366500,"CHOCTAWHATCHEE RIVER NR BRUCE, FLA.",Non-ref,SEPlains,11365.23,03,30.45103,-85.898268,FL," ",yes,77,58,20,T02366500
2079,02366996,"ALAQUA CREEK NEAR PLEASANT RIDGE, FL",Ref,SEPlains,100.7028,03,30.66908,-86.18661,FL," ",yes,11,11,11,T02366996
2080,02367000,"ALAQUA CREEK NR DEFUNIAK SPRINGS, FLA.",Ref,SEPlains,170.3187,03,30.616859,-86.163831,FL," "," ",26,26,0,T02367000
2081,02367310,"JUNIPER CREEK AT STATE HWY 85 NR NICEVILLE, FLA.",Ref,SEPlains,73.19791,03,30.557418,-86.519395,FL," "," ",25,25,4,T02367310
2082,02367900,"YELLOW RIVER NR OAK GROVE, FLA.",Non-ref,SEPlains,1357.966,03,30.92518,-86.5594,FL," ",yes,11,11,11,T02367900
2083,02368000,"YELLOW RIVER AT MILLIGAN, FLA.",Non-ref,SEPlains,1643.222,03,30.752966,-86.629121,FL," ",yes,68,57,17,T02368000
2084,02368500,"SHOAL RIVER NR MOSSY HEAD, FLA.",Non-ref,SEPlains,317.5272,03,30.796021,-86.306891,FL," ",yes,35,35,8,T02368500
2085,02369000,"SHOAL RIVER NR CRESTVIEW, FLA.",Non-ref,SEPlains,1219.1,03,30.697413,-86.570786,FL," ",yes,71,60,20,T02369000
2086,02369600,"YELLOW RIVER NR MILTON, FLA.",Non-ref,SEPlains,3485.151,03,30.569639,-86.923573,FL," ",yes,7,7,7,T02369600
2087,02369800,BLACKWATER RIVER NEAR BRADLEY AL,Ref,SEPlains,227.5129,03,31.02768,-86.709957,AL,yes,yes,42,42,20,T02369800
2088,02370000,"BLACKWATER RIVER NR BAKER, FLA.",Ref,SEPlains,534.3345,03,30.83352,-86.734679,FL," ",yes,55,55,16,T02370000
2089,02370500,"BIG COLDWATER CREEK NR MILTON, FLA.",Non-ref,SEPlains,618.5115,03,30.708524,-86.972186,FL," ",yes,60,50,12,T02370500
2090,02370700,"POND CREEK NR MILTON, FLA.",Ref,SEPlains,167.9607,03,30.680747,-87.131913,FL," "," ",25,25,5,T02370700
2091,02371200,INDIAN CREEK NEAR TROY AL,Ref,SEPlains,23.1723,03,31.814044,-86.12079,AL," "," ",26,26,0,T02371200
2092,02371500,CONECUH RIVER AT BRANTLEY AL,Ref,SEPlains,1292.785,03,31.573495,-86.251623,AL,yes,yes,72,60,20,T02371500
2093,02372250,PATSALIGA CREEK NEAR BRANTLEY AL,Ref,SEPlains,1145.223,03,31.596272,-86.405518,AL,yes,yes,35,35,20,T02372250
2094,02372422,"CONECUH RIVER BEL PT A DAM NR RIVER FALLS, AL.",Non-ref,SEPlains,3261.999,03,31.36128,-86.519683,AL," ",yes,10,10,10,T02372422
2095,02373000,SEPULGA RIVER NEAR MCKENZIE AL,Ref,SEPlains,1213.604,03,31.453776,-86.786914,AL," ",yes,64,52,19,T02373000
2096,02373500,PIGEON CREEK NEAR THAD AL,Ref,SEPlains,797.2498,03,31.476831,-86.6583,AL," "," ",33,21,0,T02373500
2097,02374250,"CONECUH RIVER AT STATE HWY 41 NEAR BREWTON, AL.",Non-ref,SEPlains,6857.865,03,31.067124,-87.061635,AL," ",yes,10,10,10,T02374250
2098,02374500,MURDER CREEK NEAR EVERGREEN AL,Ref,SEPlains,445.7151,03,31.4185,-86.98664,AL,yes,yes,72,60,20,T02374500
2099,02374700,"MURDER CREEK AT STATE HWY 41 AT BREWTON, AL.",Non-ref,SEPlains,1126.634,03,31.101011,-87.068858,AL," ",yes,10,10,10,T02374700
2100,02374745,"BURNT CORN CREEK AT STATE HWY 41 NEAR BREWTON, AL.",Ref,SEPlains,472.1139,03,31.129899,-87.087193,AL," ",yes,10,10,10,T02374745
2101,02374950,BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD,Ref,SEPlains,503.5059,03,31.129621,-87.370535,AL," ",yes,9,9,9,T02374950
2102,02375500,"ESCAMBIA RIVER NEAR CENTURY, FL",Non-ref,SEPlains,9935.409,03,30.965183,-87.23414,FL," ",yes,75,60,20,T02375500
2103,02376000,"PINE BARREN CREEK NEAR BARTH, FLA.",Non-ref,SEPlains,195.8454,03,30.798799,-87.368033,FL," "," ",42,42,5,T02376000
2104,02376033,"ESCAMBIA RIVER NR MOLINO, FLA.",Non-ref,SEPlains,10764.56,03,30.66825,-87.26664,FL," ",yes,20,20,18,T02376033
2105,02376115,"ELEVENMILE CREEK NEAR PENSACOLA, FL.",Non-ref,SEPlains,72.91351,03,30.498252,-87.335809,FL," ",yes,22,22,20,T02376115
2106,02376293,"BRUSHY CREEK NEAR BRATT, FL",Non-ref,SEPlains,71.1378,03,30.978516,-87.528038,FL," ",yes,10,10,10,T02376293
2107,02376300,"BRUSHY CREEK NEAR WALNUT HILL, FLA.",Non-ref,SEPlains,133.9272,03,30.889352,-87.539984,FL," "," ",33,33,2,T02376300
2108,02376500,"PERDIDO RIVER AT BARRINEAU PARK, FL",Non-ref,SEPlains,978.2622,03,30.690469,-87.440258,AL," ",yes,67,59,19,T02376500
2109,02377570,"STYX RIVER NEAR ELSANOR, AL.",Non-ref,SEPlains,495.4464,03,30.605748,-87.547206,AL," ",yes,22,22,20,T02377570
2110,02378170,"WOLF CREEK BELOW FOLEY, ALA",Non-ref,SEPlains,13.7232,03,30.38825,-87.65276,AL," ",yes,1,1,1,T02378170
2111,02378300,"MAGNOLIA RIVER AT US 98 NEAR FOLEY, ALABAMA",Non-ref,SEPlains,44.2683,03,30.406587,-87.736932,AL," ",yes,10,10,10,T02378300
2112,02378500,FISH RIVER NEAR SILVER HILL AL,Non-ref,SEPlains,145.098,03,30.545471,-87.798601,AL," ",yes,39,39,20,T02378500
2113,02379500,"CARTECAY RIVER NEAR ELLIJAY, GA.",Non-ref,EastHghlnds,347.7582,03,34.684252,-84.458538,GA," ",yes,40,28,0,T02379500
2114,02380500,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",Non-ref,EastHghlnds,611.6292,03,34.674975,-84.508554,GA," ",yes,57,46,20,T02380500
